City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
Gornopravdinsk,60.05,69.9,279.1,72,100,4.34,RU,1619370916
Vágur,61.4732,-6.8119,281.05,85,100,5.54,FO,1619370917
Tsaratanana,-16.7833,47.65,296.33,79,90,3.31,MG,1619370917
Jiujiang,29.7333,115.9833,289.07,90,99,2.29,CN,1619370918
Huilong,31.8111,121.655,290.93,77,50,3.06,CN,1619370918
Mattru,7.6244,-11.8332,304.13,58,73,3.34,SL,1619370919
Sena Madureira,-9.0656,-68.6569,306.2,50,32,1.44,BR,1619370919
Visnes,59.3556,5.2242,280.15,61,0,12.35,NO,1619370920
Rawson,-43.3002,-65.1023,291.98,42,60,9.77,AR,1619370920
Laguna,38.421,-121.4238,287.59,62,90,3.09,US,1619370921
Morón,-34.6534,-58.6198,293.15,64,10,1.79,AR,1619370921
Saint-Augustin,51.226000000000006,-58.6502,280.76,46,64,5.64,CA,1619370922
Fandriana,-20.2333,47.3833,288.29,99,100,1.31,MG,1619370923
Aljezur,37.3191,-8.8033,292.48,62,17,4.91,PT,1619370923
Pundaguitan,6.3711,126.1689,301.36,74,58,4.27,PH,1619370924
Yaan,7.3833,8.5667,304.52,52,96,1.8,NG,1619370925
Itarema,-2.9248,-39.9167,302.57,67,92,5.99,BR,1619370925
Tual,-5.6667,132.75,302.05,62,100,2.91,ID,1619370926
Sos'va,59.1766,61.8558,282.52,52,99,4.19,RU,1619370926
San Ramon,37.7799,-121.978,286.48,54,75,3.09,US,1619370685
Moramanga,-18.9333,48.2,290.62,95,87,1.4,MG,1619370927
Daru,-9.0763,143.2092,297.69,92,100,4.65,PG,1619370927
Burnie,-41.0667,145.9167,284.26,83,80,2.68,AU,1619370928
Chernyshevskiy,63.0128,112.4714,271.33,98,100,1.72,RU,1619370928
Whitehorse,60.7161,-135.0538,279.82,52,20,0.92,CA,1619370929
Anadyr,64.75,177.4833,268.15,93,75,1.0,RU,1619370929
Iquique,-20.2208,-70.1431,295.15,46,0,7.72,CL,1619370660
Banning,33.9256,-116.8764,288.71,71,22,2.24,US,1619370783
Fuzhou,26.0614,119.3061,293.15,68,0,4.0,CN,1619370930
Ullapool,57.8987,-5.1604,288.15,53,33,0.89,GB,1619370931
Banda Aceh,5.5577,95.3222,300.06,79,88,3.31,ID,1619370931
Mumford,5.2618,-0.759,301.68,70,100,5.07,GH,1619370932
Chapais,49.7834,-74.8492,282.15,57,90,4.12,CA,1619370717
Saint Anthony,45.0205,-93.218,280.37,39,90,4.12,US,1619370933
Umm Hājar,13.2954,19.6966,310.02,12,66,0.89,TD,1619370776
Jacareacanga,-6.2222,-57.7528,306.85,50,78,0.48,BR,1619370934
Gizo Government Station,-8.103,156.8419,301.06,75,12,1.54,SB,1619370935
Asău,46.4333,26.4,284.82,42,94,3.26,RO,1619370935
Khartoum,15.5518,32.5324,310.93,16,4,0.45,SD,1619370784
Meulaboh,4.1363,96.1285,298.73,83,88,1.56,ID,1619370936
Mnogovershinnyy,53.9353,139.9242,264.33,84,62,0.87,RU,1619370732
Karratha,-20.7377,116.8463,298.64,61,0,1.67,AU,1619370749
Adamantas,36.7333,24.4333,288.15,67,73,12.35,GR,1619370937
Kitob,39.0843,66.8332,293.15,37,96,5.14,UZ,1619370937
Inhambane,-23.865,35.3833,297.15,83,20,2.45,MZ,1619370938
Karpathos,35.507,27.2132,290.15,77,20,17.49,GR,1619370938
Boyolangu,-8.1181,111.8935,297.25,90,47,0.52,ID,1619370938
Barra de Tecoanapa,16.5167,-98.75,303.16,61,100,3.78,MX,1619370939
General Delgado,-27.1667,-56.5167,297.15,60,40,5.14,PY,1619370939
Half Moon Bay,37.4636,-122.4286,287.15,76,90,4.63,US,1619370940
Nortelândia,-14.4547,-56.8028,301.08,68,99,2.16,BR,1619370940
Ayorou,14.7308,0.9174,314.19,7,95,1.22,NE,1619370941
Kropotkin,45.4375,40.5756,282.04,82,100,5.22,RU,1619370942
Adrar,20.5022,-10.0711,309.97,10,4,4.76,MR,1619370942
Potoru,7.5072,-11.4786,300.6,76,100,3.07,SL,1619370943
Rafai,4.95,23.9167,294.01,98,97,1.06,CF,1619370676
Valday,57.9747,33.2525,275.69,69,100,4.21,RU,1619370944
Payo,-3.7508,103.6372,296.56,91,99,1.1,ID,1619370945
Zwedru,6.0667,-8.1281,302.74,66,100,2.31,LR,1619370945
Chaplynka,46.3651,33.5403,283.71,66,99,0.45,UA,1619370918
La Santisima Trinidad,-14.8333,-64.9,295.15,88,90,5.14,BO,1619370654
São Félix do Xingu,-6.6447,-51.995,304.89,55,45,1.24,BR,1619370946
Kanniyākumāri,8.0833,77.5667,301.7,78,6,4.62,IN,1619370947
Gamba,-2.65,10.0,300.27,79,84,3.21,GA,1619370679
Juneau,58.3019,-134.4197,281.48,53,40,1.41,US,1619370911
Nueva Florida,-6.9526,-76.613,307.15,46,20,1.54,PE,1619370948
Tulagi,-9.0996,160.1476,300.92,74,80,1.19,SB,1619370949
Nago,26.5881,127.9761,293.15,94,1,1.54,JP,1619370694
Mount Isa,-20.7333,139.5,294.15,49,31,2.06,AU,1619370805
Pompéu,-19.2244,-44.9353,303.05,24,81,2.32,BR,1619370950
Brae,60.3964,-1.3530000000000002,281.15,76,20,5.14,GB,1619370950
Celestún,20.8667,-90.4,302.67,60,5,2.92,MX,1619370951
Ponta do Sol,32.6667,-17.1,293.15,60,40,3.09,PT,1619370951
Igarka,67.4667,86.5833,257.86,98,22,3.1,RU,1619370951
Coahuayana Viejo,18.7333,-103.6833,301.15,36,20,2.58,MX,1619370952
Bukama,-9.2,25.85,294.28,94,99,1.24,CD,1619370952
Mosquera,4.7059,-74.2302,293.15,52,75,1.54,CO,1619370953
Mocuba,-16.8392,36.9856,296.17,86,40,2.2,MZ,1619370953
Aborlan,9.4352,118.5492,298.58,85,29,2.27,PH,1619370954
Atbasar,51.8,68.3333,282.48,64,72,3.74,KZ,1619370954
Sühbaatar,50.2314,106.2078,276.08,78,100,5.56,MN,1619370955
Keningau,5.3378,116.1602,301.15,78,20,2.06,MY,1619370955
Buluang,13.3068,123.3425,296.33,93,24,2.14,PH,1619370956
Lavrentiya,65.5833,-171.0,267.3,87,99,1.68,RU,1619370956
Dukat,62.55,155.55,256.09,97,100,1.08,RU,1619370957
Yeppoon,-23.1333,150.7333,291.15,77,26,2.06,AU,1619370887
Nabire,-3.3667,135.4833,295.97,95,100,1.58,ID,1619370958
Marathon,44.9,-89.7668,280.93,33,1,1.54,US,1619370959
Les Cayes,18.2,-73.75,301.07,71,92,5.89,HT,1619370959
Young,-32.6833,-57.6333,292.59,52,0,2.24,UY,1619370960
Moshenskoye,58.5102,34.5911,274.74,97,100,4.56,RU,1619370960
Labytnangi,66.6572,66.4183,273.17,97,100,2.65,RU,1619370961
Jaciara,-15.9653,-54.9683,305.32,39,56,1.92,BR,1619370961
Baturaja,-4.1333,104.1667,296.03,96,100,1.21,ID,1619370962
Praia,14.9215,-23.5087,298.15,53,20,10.29,CV,1619370962
Ilongero,-4.6667,34.8667,289.33,94,54,2.54,TZ,1619370963
Mezhdurechensk,53.6942,88.0603,272.81,97,97,1.15,RU,1619370963
Tazovsky,67.4667,78.7,258.84,97,41,3.14,RU,1619370964
Santa Fe,-31.6333,-60.7,294.26,45,0,1.79,AR,1619370965
Araouane,18.9048,-3.5265,313.54,8,73,0.39,ML,1619370702
Kasongo,-4.45,26.6667,294.38,94,100,1.25,CD,1619370966
Jalu,29.0331,21.5482,297.08,39,0,7.32,LY,1619370966
Haigerloch,48.3661,8.8036,287.04,46,1,4.18,DE,1619370967
Hofn,64.2539,-15.2082,279.15,87,90,3.09,IS,1619370722
Palmer,42.1584,-72.3287,285.15,76,90,3.09,US,1619370968
Riviere-au-Renard,48.9957,-64.3971,283.15,50,20,6.17,CA,1619370968
Aksu,41.1231,80.2644,289.61,25,15,3.85,CN,1619370709
Uyuni,-20.4597,-66.825,283.63,13,0,6.48,BO,1619370969
La Palma,33.8464,-118.0467,292.04,67,75,4.12,US,1619370970
Sur,22.5667,59.5289,303.63,41,0,3.1,OM,1619370970
Indramayu,-6.3264,108.32,300.23,75,81,2.35,ID,1619370971
Maturin,9.75,-63.1767,304.13,50,91,4.62,VE,1619370971
Prainha,-1.8,-53.48,302.38,72,100,1.68,BR,1619370972
Plettenberg Bay,-34.0527,23.3716,294.51,59,100,0.41,ZA,1619370972
Surgut,61.25,73.4167,278.15,81,0,4.0,RU,1619370723
Townsville,-19.25,146.8,296.15,83,90,5.14,AU,1619370973
Hammerfest,70.6634,23.6821,274.15,86,75,4.63,NO,1619370974
Bereda,43.2686,-7.5406,288.71,100,99,3.13,ES,1619370974
Zahnitkiv,48.0446,28.8958,283.71,61,56,2.92,UA,1619370975
Port Augusta,-32.5,137.7667,286.15,88,0,2.06,AU,1619370804
Supaul,26.1167,86.6,303.9,7,8,4.65,IN,1619370976
Vilyuysk,63.7553,121.6247,273.32,98,100,2.04,RU,1619370977
Poconé,-16.2567,-56.6228,304.63,43,100,3.39,BR,1619370977
Plastun,44.7561,136.2939,271.74,77,11,1.99,RU,1619370978
Loreto,22.2667,-101.9667,298.45,26,26,3.03,MX,1619370978
Alexander City,32.944,-85.9539,295.93,52,1,3.6,US,1619370979
Slave Lake,55.2834,-114.769,273.15,69,1,3.09,CA,1619370979
Pangai,-19.8,-174.35,296.15,94,40,1.03,TO,1619370980
Yumen,40.2833,97.2,278.64,15,88,8.67,CN,1619370980
Ode,7.7899,5.7117,301.49,64,100,4.64,NG,1619370981
Portland,45.5234,-122.6762,284.82,71,90,1.54,US,1619370860
Imperatriz,-5.5264,-47.4917,301.15,89,40,1.54,BR,1619370981
Mascote,-15.5631,-39.3025,305.76,45,11,2.84,BR,1619370982
Snezhnogorsk,69.1933,33.2531,274.15,75,75,5.0,RU,1619370982
Tyrma,50.0833,132.1667,272.08,45,61,1.3,RU,1619370886
Alugan,12.2188,125.4808,299.03,76,95,3.99,PH,1619370983
Krasnyy Yar,46.5331,48.3456,286.15,41,0,3.0,RU,1619370983
Seoul,37.5683,126.9778,289.15,71,0,1.03,KR,1619370433
Yibin,28.7667,104.6238,288.8,87,100,3.16,CN,1619370984
Santiago de Chuco,-8.15,-78.1833,289.75,59,62,0.72,PE,1619370985
Kuytun,54.3419,101.5036,273.41,81,47,2.85,RU,1619370985
Assiut,27.181,31.1837,308.15,20,0,6.17,EG,1619370986
Dzilam González,21.2833,-88.9333,308.15,36,48,1.37,MX,1619370986
Mayumba,-3.432,10.6554,300.01,80,83,2.34,GA,1619370987
Great Falls,47.5002,-111.3008,277.04,87,90,1.54,US,1619370716
Pangnirtung,66.1451,-65.7125,273.15,80,90,2.06,CA,1619370989
Peniche,39.3558,-9.3811,293.71,90,65,1.34,PT,1619370990
Aquidauana,-20.4711,-55.7872,296.33,79,97,1.93,BR,1619370991
Jiangyou,31.7667,104.7167,287.04,90,100,1.85,CN,1619370992
Teya,60.3778,92.6267,274.41,96,100,2.55,RU,1619370992
São João da Barra,-21.6403,-41.0511,303.15,54,20,1.03,BR,1619370992
Mazara del Vallo,37.6641,12.588,291.15,82,20,2.06,IT,1619370993
